,region,value,device_type
167989,UT,0.0,android
167990,UT,0.0,ios
167991,UT,0.0,android
167992,UT,4.0,ios
167993,UT,0.0,android
167994,UT,0.0,ios
168001,UT,20.0,android
168002,UT,16.0,ios
168003,UT,12.0,android
168004,UT,22.0,ios
168005,UT,16.0,android
168006,UT,16.0,ios
168031,UT,33.0,android
168032,UT,30.0,ios
168033,UT,39.0,android
168034,UT,36.0,ios
168035,UT,46.0,android
168036,UT,33.0,ios
168199,UT,4.0,android
168200,UT,6.0,ios
168201,UT,8.0,android
168202,UT,0.0,ios
168203,UT,4.0,android
168204,UT,9.0,ios
168230,UT,43.0,android
168231,UT,40.0,ios
168232,UT,30.0,android
168233,UT,39.0,ios
168234,UT,48.0,android
168235,UT,58.0,ios
168270,UT,27.0,android
168271,UT,33.0,ios
168272,UT,27.0,android
168273,UT,17.0,ios
168274,UT,39.0,android
168275,UT,26.0,ios
168359,UT,8.0,android
168360,UT,13.0,ios
168361,UT,7.0,android
168362,UT,19.0,ios
168363,UT,4.0,android
168364,UT,12.0,ios
168389,UT,47.0,android
168390,UT,40.0,ios
168391,UT,56.0,android
168392,UT,48.0,ios
168393,UT,71.0,android
168394,UT,67.0,ios
168395,UT,87.0,android
168396,UT,86.0,ios
168397,UT,95.0,android
168398,UT,74.0,ios
168399,UT,124.0,android
168400,UT,121.0,ios
168413,UT,14.0,android
168414,UT,5.0,ios
168415,UT,14.0,android
168416,UT,5.0,ios
168417,UT,7.0,android
168418,UT,4.0,ios
168438,UT,27.0,android
168439,UT,16.0,ios
168440,UT,31.0,android
168441,UT,22.0,ios
168442,UT,27.0,android
168443,UT,26.0,ios
168497,UT,0.0,android
168498,UT,4.0,ios
168499,UT,4.0,android
168500,UT,0.0,ios
168501,UT,4.0,android
168502,UT,4.0,ios
168521,UT,,
168522,UT,16.0,android
168523,UT,27.0,ios
168524,UT,5.0,android
168525,UT,21.0,ios
168526,UT,9.0,android
168527,UT,32.0,ios
168534,UT,40.0,android
168535,UT,33.0,ios
168536,UT,38.0,android
168537,UT,27.0,ios
168538,UT,41.0,android
168539,UT,42.0,ios
168707,UT,33.0,android
168708,UT,37.0,ios
168709,UT,41.0,android
168710,UT,36.0,ios
168711,UT,33.0,android
168712,UT,45.0,ios
168719,UT,,
168757,GA,22.0,android
168758,GA,19.0,ios
168759,GA,16.0,android
168760,GA,20.0,ios
168761,GA,14.0,android
168762,GA,19.0,ios
168905,UT,42.0,android
168906,UT,17.0,ios
168907,UT,33.0,android
168908,UT,19.0,ios
168909,UT,41.0,android
168910,UT,25.0,ios
168911,UT,43.0,android
168912,UT,33.0,ios
168913,UT,46.0,android
168914,UT,26.0,ios
168915,UT,37.0,android
168916,UT,32.0,ios
168923,GA,14.0,android
168924,GA,22.0,ios
168925,GA,8.0,android
168926,GA,17.0,ios
168927,GA,8.0,android
168928,GA,23.0,ios
168941,UT,162.0,android
168942,UT,235.0,ios
168943,UT,130.0,android
168944,UT,254.0,ios
168945,UT,149.0,android
168946,UT,241.0,ios
168953,UT,24.0,android
168954,UT,67.0,ios
168955,UT,28.0,android
168956,UT,25.0,ios
168957,UT,17.0,android
168958,UT,12.0,ios
169016,UT,44.0,android
169017,UT,18.0,ios
169018,UT,52.0,android
169019,UT,26.0,ios
169020,UT,44.0,android
169021,UT,21.0,ios
169062,UT,29.0,android
169063,UT,18.0,ios
169064,UT,34.0,android
169065,UT,26.0,ios
169066,UT,27.0,android
169067,UT,15.0,ios
169104,UT,16.0,android
169105,UT,8.0,ios
169106,UT,21.0,android
169107,UT,6.0,ios
169108,UT,23.0,android
169109,UT,9.0,ios
169228,UT,0.0,android
169229,UT,4.0,ios
169230,UT,0.0,android
169231,UT,5.0,ios
169385,UT,4.0,android
169386,UT,0.0,ios
169387,UT,0.0,android
169388,UT,0.0,ios
169389,UT,11.0,android
169390,UT,13.0,ios
169397,UT,19.0,android
169398,UT,23.0,ios
169399,UT,19.0,android
169400,UT,15.0,ios
169401,UT,15.0,android
169402,UT,16.0,ios
169459,UT,10.0,android
169460,UT,5.0,ios
169461,UT,15.0,android
169462,UT,15.0,ios
169463,UT,9.0,android
169464,UT,16.0,ios
169548,UT,39.0,android
169549,UT,22.0,ios
169550,UT,39.0,android
169551,UT,26.0,ios
169552,UT,35.0,android
169553,UT,34.0,ios
169657,UT,35.0,android
169658,UT,19.0,ios
169659,UT,39.0,android
169660,UT,28.0,ios
169661,UT,25.0,android
169662,UT,18.0,ios
169663,UT,,
169700,UT,9.0,android
169701,UT,4.0,ios
169702,UT,9.0,android
169703,UT,6.0,ios
169704,UT,15.0,android
169705,UT,8.0,ios
169779,UT,42.0,android
169780,UT,27.0,ios
169781,UT,42.0,android
169782,UT,33.0,ios
169783,UT,35.0,android
169784,UT,28.0,ios
169892,UT,9.0,android
169893,UT,4.0,ios
169894,UT,7.0,android
169895,UT,8.0,ios
169896,UT,13.0,android
169897,UT,11.0,ios
169970,UT,9.0,android
169971,UT,9.0,ios
169972,UT,11.0,android
169973,UT,10.0,ios
169974,UT,20.0,android
169975,UT,12.0,ios
170118,UT,72.0,android
170119,UT,95.0,ios
170120,UT,65.0,android
170121,UT,96.0,ios
170122,UT,66.0,android
170123,UT,98.0,ios
170136,UT,14.0,android
170137,UT,7.0,ios
170138,UT,11.0,android
170139,UT,7.0,ios
170140,UT,12.0,android
170141,UT,9.0,ios
170228,UT,31.0,android
170229,UT,30.0,ios
170230,UT,28.0,android
170231,UT,12.0,ios
170232,UT,26.0,android
170233,UT,24.0,ios
170359,UT,39.0,android
170360,UT,58.0,ios
170361,UT,41.0,android
170362,UT,50.0,ios
170363,UT,42.0,android
170364,UT,50.0,ios
170463,UT,11.0,android
170464,UT,9.0,ios
170465,UT,13.0,android
170466,UT,9.0,ios
170467,UT,10.0,android
170468,UT,13.0,ios
170469,UT,11.0,android
170470,UT,14.0,ios
170471,UT,6.0,android
170472,UT,18.0,ios
170473,UT,14.0,android
170474,UT,21.0,ios
170488,UT,4.0,android
170489,UT,4.0,ios
170490,UT,4.0,android
170491,UT,4.0,ios
170492,UT,0.0,android
170493,UT,4.0,ios
170500,UT,47.0,android
170501,UT,73.0,ios
170502,UT,9.0,android
170503,UT,7.0,ios
170504,UT,35.0,android
170505,UT,72.0,ios
170518,UT,27.0,android
170519,UT,43.0,ios
170520,UT,37.0,android
170521,UT,34.0,ios
170522,UT,42.0,android
170523,UT,54.0,ios
170586,UT,0.0,android
170587,UT,0.0,ios
170588,UT,0.0,android
170589,UT,4.0,ios
170590,UT,4.0,android
170591,UT,4.0,ios
170626,UT,5.0,android
170627,UT,10.0,ios
170628,UT,6.0,android
170629,UT,18.0,ios
170630,UT,4.0,android
170631,UT,18.0,ios
170644,UT,31.0,android
170645,UT,18.0,ios
170646,UT,25.0,android
170647,UT,33.0,ios
170648,UT,29.0,android
170649,UT,32.0,ios
170769,UT,4.0,android
170770,UT,0.0,ios
170771,UT,9.0,android
170772,UT,4.0,ios
170773,UT,4.0,android
170774,UT,4.0,ios
170830,UT,25.0,android
170831,UT,39.0,ios
170832,UT,18.0,android
170833,UT,47.0,ios
170834,UT,22.0,android
170835,UT,58.0,ios
170849,UT,36.0,android
170850,UT,21.0,ios
170851,UT,25.0,android
170852,UT,24.0,ios
170853,UT,23.0,android
170854,UT,21.0,ios
170867,UT,11.0,android
170868,UT,8.0,ios
170869,UT,9.0,android
170870,UT,10.0,ios
170871,UT,12.0,android
170872,UT,5.0,ios
171037,UT,12.0,android
171038,UT,7.0,ios
171039,UT,17.0,android
171040,UT,7.0,ios
171041,UT,16.0,android
171042,UT,6.0,ios
171049,GA,101.0,android
171050,GA,50.0,ios
171051,GA,61.0,android
171052,GA,34.0,ios
171053,GA,18.0,android
171054,GA,14.0,ios
171127,UT,5.0,android
171128,UT,10.0,ios
171129,UT,0.0,android
171130,UT,4.0,ios
171131,UT,4.0,android
171132,UT,7.0,ios
171204,UT,61.0,android
171205,UT,44.0,ios
171206,UT,51.0,android
171207,UT,36.0,ios
171208,UT,48.0,android
171209,UT,44.0,ios
171216,UT,,
171367,UT,20.0,android
171368,UT,14.0,ios
171369,UT,13.0,android
171370,UT,10.0,ios
171371,UT,12.0,android
171372,UT,11.0,ios
171389,UT,64.0,android
171390,UT,37.0,ios
171391,UT,78.0,android
171392,UT,38.0,ios
171393,UT,37.0,android
171394,UT,33.0,ios
171401,UT,39.0,android
171402,UT,24.0,ios
171403,UT,33.0,android
171404,UT,25.0,ios
171405,UT,34.0,android
171406,UT,28.0,ios
171628,UT,14.0,android
171629,UT,20.0,ios
171630,UT,11.0,android
171631,UT,23.0,ios
171632,UT,19.0,android
171633,UT,24.0,ios
171634,UT,32.0,android
171635,UT,41.0,ios
171636,UT,25.0,android
171637,UT,51.0,ios
171638,UT,23.0,android
171639,UT,47.0,ios
171646,UT,15.0,android
171647,UT,24.0,ios
171648,UT,12.0,android
171649,UT,28.0,ios
171650,UT,12.0,android
171651,UT,22.0,ios
171816,UT,45.0,android
171817,UT,72.0,ios
171818,UT,37.0,android
171819,UT,69.0,ios
171820,UT,35.0,android
171821,UT,43.0,ios
171978,UT,27.0,android
171979,UT,19.0,ios
171980,UT,39.0,android
171981,UT,22.0,ios
171982,UT,43.0,android
171983,UT,15.0,ios
171990,GA,18.0,android
171991,GA,46.0,ios
171992,GA,21.0,android
171993,GA,47.0,ios
171994,GA,22.0,android
171995,GA,58.0,ios
172014,UT,45.0,android
172015,UT,33.0,ios
172016,UT,25.0,android
172017,UT,24.0,ios
172018,UT,35.0,android
172019,UT,25.0,ios
172062,GA,5.0,android
172063,GA,0.0,ios
172064,GA,4.0,android
172065,GA,0.0,ios
172066,GA,0.0,android
172067,GA,4.0,ios
172242,UT,18.0,android
172243,UT,9.0,ios
172244,UT,23.0,android
172245,UT,7.0,ios
172246,UT,13.0,android
172247,UT,9.0,ios
172248,UT,15.0,android
172249,UT,19.0,ios
172250,UT,20.0,android
172251,UT,29.0,ios
172252,UT,29.0,android
172253,UT,32.0,ios
172315,UT,27.0,android
172316,UT,9.0,ios
172317,UT,19.0,android
172318,UT,16.0,ios
172319,UT,31.0,android
172320,UT,23.0,ios
172470,UT,8.0,android
172471,UT,13.0,ios
172472,UT,16.0,android
172473,UT,10.0,ios
172474,UT,13.0,android
172475,UT,13.0,ios
172636,UT,10.0,android
172637,UT,4.0,ios
172638,UT,7.0,android
172639,UT,5.0,ios
172640,UT,12.0,android
172641,UT,4.0,ios
172642,UT,14.0,android
172643,UT,17.0,ios
172644,UT,16.0,android
172645,UT,19.0,ios
172646,UT,14.0,android
172647,UT,20.0,ios
172660,UT,0.0,android
172661,UT,12.0,ios
172662,UT,4.0,android
172663,UT,9.0,ios
172664,UT,5.0,android
172665,UT,10.0,ios
172697,UT,26.0,android
172698,UT,31.0,ios
172699,UT,21.0,android
172700,UT,23.0,ios
172701,UT,11.0,android
172702,UT,14.0,ios
172703,UT,32.0,android
172704,UT,20.0,ios
172705,UT,39.0,android
172706,UT,19.0,ios
172707,UT,40.0,android
172708,UT,25.0,ios
172781,UT,37.0,android
172782,UT,30.0,ios
172783,UT,39.0,android
172784,UT,29.0,ios
172785,UT,38.0,android
172786,UT,27.0,ios
172793,UT,27.0,android
172794,UT,21.0,ios
172795,UT,35.0,android
172796,UT,13.0,ios
172797,UT,30.0,android
172798,UT,14.0,ios
172825,UT,49.0,android
172826,UT,29.0,ios
172827,UT,46.0,android
172828,UT,22.0,ios
172829,UT,41.0,android
172830,UT,18.0,ios
172835,GA,0.0,android
172836,GA,0.0,ios
172837,GA,4.0,android
172838,GA,4.0,ios
172839,GA,4.0,android
172840,GA,0.0,ios
172842,GA,13.0,android
172843,GA,5.0,ios
172844,GA,10.0,android
172845,GA,5.0,ios
172846,GA,11.0,android
172847,GA,9.0,ios
172947,UT,29.0,android
172948,UT,29.0,ios
172949,UT,25.0,android
172950,UT,30.0,ios
172951,UT,40.0,android
172952,UT,22.0,ios
173001,UT,10.0,android
173002,UT,13.0,ios
173003,UT,9.0,android
173004,UT,11.0,ios
173005,UT,10.0,android
173006,UT,11.0,ios
173013,GA,597.0,android
173014,GA,106.0,ios
173015,GA,932.0,android
173016,GA,164.0,ios
173017,GA,523.0,android
173018,GA,50.0,ios
173159,UT,13.0,android
173160,UT,14.0,ios
173161,UT,9.0,android
173162,UT,8.0,ios
173163,UT,14.0,android
173164,UT,18.0,ios
173169,UT,4.0,android
173170,UT,18.0,ios
173171,UT,5.0,android
173172,UT,20.0,ios
173173,UT,5.0,android
173174,UT,14.0,ios
173279,UT,37.0,android
173280,UT,32.0,ios
173281,UT,51.0,android
173282,UT,30.0,ios
173283,UT,52.0,android
173284,UT,24.0,ios
173310,UT,28.0,android
173311,UT,21.0,ios
173312,UT,40.0,android
173313,UT,30.0,ios
173314,UT,39.0,android
173315,UT,25.0,ios
173328,UT,42.0,android
173329,UT,18.0,ios
173330,UT,52.0,android
173331,UT,22.0,ios
173332,UT,65.0,android
173333,UT,15.0,ios
173443,GA,22.0,android
173444,GA,19.0,ios
173445,GA,16.0,android
173446,GA,14.0,ios
173447,GA,14.0,android
173448,GA,16.0,ios
173505,UT,61.0,android
173506,UT,52.0,ios
173507,UT,53.0,android
173508,UT,55.0,ios
173509,UT,66.0,android
173510,UT,59.0,ios
173519,GA,15.0,android
173520,GA,14.0,ios
173521,GA,21.0,android
173522,GA,29.0,ios
173523,GA,18.0,android
173524,GA,27.0,ios
173593,UT,18.0,android
173594,UT,32.0,ios
173595,UT,20.0,android
173596,UT,23.0,ios
173597,UT,25.0,android
173598,UT,33.0,ios
173614,UT,22.0,android
173615,UT,12.0,ios
173616,UT,9.0,android
173617,UT,4.0,ios
173618,UT,7.0,android
173619,UT,7.0,ios
173632,UT,4.0,android
173633,UT,0.0,ios
173634,UT,4.0,android
173635,UT,5.0,ios
173636,UT,0.0,android
173637,UT,5.0,ios
173721,UT,94.0,android
173722,UT,53.0,ios
173723,UT,148.0,android
173724,UT,69.0,ios
173725,UT,100.0,android
173726,UT,60.0,ios
173733,UT,28.0,android
173734,UT,14.0,ios
173735,UT,23.0,android
173736,UT,14.0,ios
173737,UT,15.0,android
173738,UT,10.0,ios
173745,UT,19.0,android
173746,UT,30.0,ios
173747,UT,16.0,android
173748,UT,33.0,ios
173749,UT,21.0,android
173750,UT,29.0,ios
173875,UT,39.0,android
173876,UT,32.0,ios
173877,UT,58.0,android
173878,UT,38.0,ios
173879,UT,31.0,android
173880,UT,53.0,ios
173962,UT,35.0,android
173963,UT,19.0,ios
173964,UT,37.0,android
173965,UT,24.0,ios
173966,UT,40.0,android
173967,UT,28.0,ios
174034,UT,12.0,android
174035,UT,21.0,ios
174036,UT,31.0,android
174037,UT,23.0,ios
174038,UT,18.0,android
174039,UT,25.0,ios
174350,UT,10.0,android
174351,UT,4.0,ios
174352,UT,5.0,android
174353,UT,4.0,ios
174354,UT,0.0,android
174355,UT,4.0,ios
174380,UT,25.0,android
174381,UT,26.0,ios
174382,UT,24.0,android
174383,UT,15.0,ios
174384,UT,38.0,android
174385,UT,8.0,ios
174392,UT,30.0,android
174393,UT,25.0,ios
174394,UT,23.0,android
174395,UT,40.0,ios
174396,UT,20.0,android
174397,UT,23.0,ios
174434,UT,43.0,android
174435,UT,39.0,ios
174436,UT,49.0,android
174437,UT,42.0,ios
174438,UT,43.0,android
174439,UT,36.0,ios
174516,UT,26.0,android
174517,UT,21.0,ios
174518,UT,30.0,android
174519,UT,25.0,ios
174520,UT,35.0,android
174521,UT,26.0,ios
174602,UT,13.0,android
174603,UT,14.0,ios
174604,UT,13.0,android
174605,UT,11.0,ios
174606,UT,17.0,android
174607,UT,12.0,ios
174705,UT,5.0,android
174706,UT,14.0,ios
174707,UT,4.0,android
174708,UT,4.0,ios
174709,UT,7.0,android
174710,UT,0.0,ios
174717,UT,24.0,android
174718,UT,13.0,ios
174719,UT,30.0,android
174720,UT,20.0,ios
174721,UT,23.0,android
174722,UT,17.0,ios
174723,UT,0.0,android
174724,UT,4.0,ios
174725,UT,0.0,android
174726,UT,5.0,ios
174727,UT,0.0,android
174728,UT,4.0,ios
174812,UT,,
174845,UT,36.0,android
174846,UT,35.0,ios
174847,UT,36.0,android
174848,UT,33.0,ios
174849,UT,49.0,android
174850,UT,47.0,ios
175054,UT,12.0,android
175055,UT,8.0,ios
175056,UT,10.0,android
175057,UT,6.0,ios
175058,UT,18.0,android
175059,UT,11.0,ios
175072,UT,,
175073,UT,4.0,android
175074,UT,9.0,ios
175075,UT,14.0,android
175076,UT,5.0,ios
175077,UT,13.0,android
175078,UT,4.0,ios
175105,UT,45.0,android
175106,UT,32.0,ios
175107,UT,54.0,android
175108,UT,29.0,ios
175109,UT,24.0,android
175110,UT,27.0,ios
175111,UT,36.0,android
175112,UT,14.0,ios
175113,UT,51.0,android
175114,UT,7.0,ios
175115,UT,35.0,android
175116,UT,16.0,ios
175119,UT,6.0,android
175120,UT,4.0,ios
175121,UT,13.0,android
175122,UT,0.0,ios
175123,UT,4.0,android
175124,UT,0.0,ios
175185,UT,24.0,android
175186,UT,27.0,ios
175187,UT,16.0,android
175188,UT,17.0,ios
175189,UT,11.0,android
175190,UT,16.0,ios
175397,UT,21.0,android
175398,UT,13.0,ios
175399,UT,25.0,android
175400,UT,18.0,ios
175401,UT,16.0,android
175402,UT,15.0,ios
175421,UT,28.0,android
175422,UT,18.0,ios
175423,UT,40.0,android
175424,UT,25.0,ios
175425,UT,42.0,android
175426,UT,17.0,ios
175471,GA,14.0,android
175472,GA,26.0,ios
175473,GA,11.0,android
175474,GA,18.0,ios
175475,GA,14.0,android
175476,GA,29.0,ios
175483,GA,29.0,android
175484,GA,14.0,ios
175485,GA,23.0,android
175486,GA,19.0,ios
175487,GA,23.0,android
175488,GA,12.0,ios
175489,UT,66.0,android
175490,UT,29.0,ios
175491,UT,70.0,android
175492,UT,39.0,ios
175493,UT,56.0,android
175494,UT,25.0,ios
175599,UT,20.0,android
175600,UT,22.0,ios
175601,UT,28.0,android
175602,UT,33.0,ios
175603,UT,18.0,android
175604,UT,24.0,ios
175705,UT,46.0,android
175706,UT,30.0,ios
175707,UT,59.0,android
175708,UT,35.0,ios
175709,UT,62.0,android
175710,UT,42.0,ios
175717,UT,5.0,android
175718,UT,13.0,ios
175719,UT,10.0,android
175720,UT,14.0,ios
175721,UT,0.0,android
175722,UT,16.0,ios
175723,UT,18.0,android
175724,UT,4.0,ios
175725,UT,8.0,android
175726,UT,4.0,ios
175727,UT,13.0,android
175728,UT,4.0,ios
175782,UT,21.0,android
175783,UT,8.0,ios
175784,UT,26.0,android
175785,UT,14.0,ios
175786,UT,10.0,android
175787,UT,12.0,ios
175799,UT,36.0,android
175800,UT,18.0,ios
175801,UT,23.0,android
175802,UT,20.0,ios
175803,UT,35.0,android
175804,UT,23.0,ios
175870,UT,12.0,android
175871,UT,4.0,ios
175872,UT,18.0,android
175873,UT,4.0,ios
175874,UT,41.0,android
175875,UT,50.0,ios
175906,UT,40.0,android
175907,UT,19.0,ios
175908,UT,39.0,android
175909,UT,19.0,ios
175910,UT,35.0,android
175911,UT,14.0,ios
175930,UT,57.0,android
175931,UT,20.0,ios
175932,UT,60.0,android
175933,UT,31.0,ios
175934,UT,47.0,android
175935,UT,24.0,ios
176003,UT,46.0,android
176004,UT,32.0,ios
176005,UT,69.0,android
176006,UT,31.0,ios
176007,UT,134.0,android
176008,UT,87.0,ios
176200,UT,44.0,android
176201,UT,27.0,ios
176202,UT,44.0,android
176203,UT,18.0,ios
176204,UT,39.0,android
176205,UT,32.0,ios
176240,UT,23.0,android
176241,UT,16.0,ios
176242,UT,16.0,android
176243,UT,13.0,ios
176244,UT,15.0,android
176245,UT,17.0,ios
176294,UT,24.0,android
176295,UT,8.0,ios
176296,UT,20.0,android
176297,UT,14.0,ios
176298,UT,14.0,android
176299,UT,9.0,ios
176514,UT,10.0,android
176515,UT,4.0,ios
176516,UT,6.0,android
176517,UT,4.0,ios
176518,UT,56.0,android
176519,UT,49.0,ios
176600,UT,50.0,android
176601,UT,86.0,ios
176602,UT,82.0,android
176603,UT,130.0,ios
176604,UT,66.0,android
176605,UT,105.0,ios
176655,UT,0.0,android
176656,UT,4.0,ios
176657,UT,4.0,android
176658,UT,0.0,ios
176659,UT,0.0,android
176660,UT,4.0,ios
176955,GA,15.0,android
176956,GA,26.0,ios
176957,GA,12.0,android
176958,GA,14.0,ios
176959,GA,10.0,android
176960,GA,21.0,ios
177009,UT,45.0,android
177010,UT,36.0,ios
177011,UT,41.0,android
177012,UT,47.0,ios
177013,UT,53.0,android
177014,UT,63.0,ios
177046,UT,26.0,android
177047,UT,13.0,ios
177048,UT,24.0,android
177049,UT,12.0,ios
177050,UT,27.0,android
177051,UT,14.0,ios
177064,UT,47.0,android
177065,UT,20.0,ios
177066,UT,45.0,android
177067,UT,26.0,ios
177068,UT,56.0,android
177069,UT,20.0,ios
177149,UT,42.0,android
177150,UT,33.0,ios
177151,UT,50.0,android
177152,UT,32.0,ios
177153,UT,84.0,android
177154,UT,50.0,ios
177251,UT,11.0,android
177252,UT,6.0,ios
177253,UT,7.0,android
177254,UT,7.0,ios
177255,UT,7.0,android
177256,UT,5.0,ios
177329,UT,30.0,android
177330,UT,23.0,ios
177331,UT,40.0,android
177332,UT,35.0,ios
177333,UT,25.0,android
177334,UT,26.0,ios
177366,UT,4.0,android
177367,UT,0.0,ios
177368,UT,0.0,android
177369,UT,4.0,ios
177370,UT,0.0,android
177371,UT,0.0,ios
177444,UT,32.0,android
177445,UT,23.0,ios
177446,UT,34.0,android
177447,UT,28.0,ios
177448,UT,40.0,android
177449,UT,33.0,ios
177495,UT,34.0,android
177496,UT,30.0,ios
177497,UT,33.0,android
177498,UT,42.0,ios
177499,UT,38.0,android
177500,UT,40.0,ios
177549,UT,17.0,android
177550,UT,10.0,ios
177551,UT,14.0,android
177552,UT,10.0,ios
177553,UT,16.0,android
177554,UT,11.0,ios
177668,UT,33.0,android
177669,UT,26.0,ios
177670,UT,26.0,android
177671,UT,33.0,ios
177672,UT,26.0,android
177673,UT,21.0,ios
177813,UT,19.0,android
177814,UT,14.0,ios
177815,UT,22.0,android
177816,UT,19.0,ios
177963,UT,30.0,android
177964,UT,26.0,ios
177965,UT,20.0,android
177966,UT,33.0,ios
177967,UT,28.0,android
177968,UT,43.0,ios
177982,UT,22.0,android
177983,UT,14.0,ios
177984,UT,24.0,android
177985,UT,18.0,ios
177986,UT,22.0,android
177987,UT,18.0,ios
178135,GA,21.0,android
178136,GA,19.0,ios
178137,GA,26.0,android
178138,GA,25.0,ios
178139,GA,23.0,android
178140,GA,16.0,ios
178176,UT,23.0,android
178177,UT,29.0,ios
178178,UT,23.0,android
178179,UT,30.0,ios
178180,UT,24.0,android
178181,UT,27.0,ios
178216,UT,0.0,android
178217,UT,4.0,ios
178218,UT,0.0,android
178219,UT,4.0,ios
178220,UT,4.0,android
178221,UT,8.0,ios
178233,UT,23.0,android
178234,UT,17.0,ios
178235,UT,25.0,android
178236,UT,23.0,ios
178237,UT,23.0,android
178238,UT,34.0,ios
178245,GA,26.0,android
178246,GA,11.0,ios
178247,GA,19.0,android
178248,GA,12.0,ios
178249,GA,18.0,android
178250,GA,12.0,ios
178332,UT,33.0,android
178333,UT,24.0,ios
178334,UT,44.0,android
178335,UT,12.0,ios
178336,UT,38.0,android
178337,UT,16.0,ios
178379,UT,14.0,android
178380,UT,7.0,ios
178381,UT,10.0,android
178382,UT,13.0,ios
178383,UT,13.0,android
178384,UT,14.0,ios
178385,UT,41.0,android
178386,UT,26.0,ios
178387,UT,53.0,android
178388,UT,29.0,ios
178389,UT,31.0,android
178390,UT,33.0,ios
178391,UT,133.0,android
178392,UT,135.0,ios
178393,UT,122.0,android
178394,UT,134.0,ios
178395,UT,61.0,android
178396,UT,80.0,ios
178411,UT,65.0,android
178412,UT,43.0,ios
178413,UT,56.0,android
178414,UT,45.0,ios
178415,UT,62.0,android
178416,UT,84.0,ios
178435,UT,43.0,android
178436,UT,54.0,ios
178437,UT,44.0,android
178438,UT,50.0,ios
178439,UT,48.0,android
178440,UT,43.0,ios
178624,UT,37.0,android
178625,UT,21.0,ios
178626,UT,29.0,android
178627,UT,27.0,ios
178628,UT,25.0,android
178629,UT,26.0,ios
178720,UT,27.0,android
178721,UT,21.0,ios
178722,UT,25.0,android
178723,UT,21.0,ios
178724,UT,24.0,android
178725,UT,12.0,ios
178734,UT,26.0,android
178735,UT,24.0,ios
178736,UT,39.0,android
178737,UT,29.0,ios
178738,UT,34.0,android
178739,UT,35.0,ios
178846,UT,4.0,android
178847,UT,4.0,ios
178848,UT,7.0,android
178849,UT,0.0,ios
178850,UT,4.0,android
178851,UT,5.0,ios
178990,UT,35.0,android
178991,UT,27.0,ios
178992,UT,38.0,android
178993,UT,21.0,ios
178994,UT,43.0,android
178995,UT,28.0,ios
179033,UT,112.0,android
179034,UT,32.0,ios
179035,UT,105.0,android
179036,UT,34.0,ios
179037,UT,57.0,android
179038,UT,12.0,ios
179132,UT,29.0,android
179133,UT,20.0,ios
179134,UT,39.0,android
179135,UT,28.0,ios
179136,UT,34.0,android
179137,UT,21.0,ios
179183,UT,34.0,android
179184,UT,18.0,ios
179185,UT,38.0,android
179186,UT,14.0,ios
179187,UT,28.0,android
179188,UT,15.0,ios
179205,UT,4.0,android
179206,UT,9.0,ios
179207,UT,4.0,android
179208,UT,9.0,ios
179209,UT,0.0,android
179210,UT,4.0,ios
179245,UT,63.0,android
179246,UT,54.0,ios
179247,UT,61.0,android
179248,UT,49.0,ios
179249,UT,76.0,android
179250,UT,38.0,ios
179443,UT,25.0,android
179444,UT,9.0,ios
179445,UT,12.0,android
179446,UT,14.0,ios
179447,UT,19.0,android
179448,UT,19.0,ios
179486,UT,36.0,android
179487,UT,17.0,ios
179488,UT,24.0,android
179489,UT,20.0,ios
179502,UT,5.0,android
179503,UT,5.0,ios
179504,UT,6.0,android
179505,UT,0.0,ios
179506,UT,4.0,android
179507,UT,0.0,ios
179523,UT,52.0,android
179524,UT,32.0,ios
179525,UT,34.0,android
179526,UT,35.0,ios
179527,UT,30.0,android
179528,UT,31.0,ios
179541,UT,7.0,android
179542,UT,13.0,ios
179543,UT,0.0,android
179544,UT,6.0,ios
179545,UT,10.0,android
179546,UT,13.0,ios
179601,UT,12.0,android
179602,UT,0.0,ios
179603,UT,18.0,android
179604,UT,21.0,ios
179605,UT,31.0,android
179606,UT,13.0,ios
179649,UT,27.0,android
179650,UT,22.0,ios
179651,UT,22.0,android
179652,UT,22.0,ios
179653,UT,14.0,android
179654,UT,9.0,ios
179736,UT,4.0,android
179737,UT,0.0,ios
179738,UT,0.0,android
179739,UT,4.0,ios
179740,UT,0.0,android
179741,UT,0.0,ios
179761,UT,10.0,android
179762,UT,4.0,ios
179763,UT,15.0,android
179764,UT,8.0,ios
179765,UT,10.0,android
179766,UT,17.0,ios
179821,UT,4.0,android
179822,UT,6.0,ios
179823,UT,11.0,android
179824,UT,7.0,ios
179825,UT,0.0,android
179826,UT,4.0,ios
179851,UT,4.0,android
179852,UT,0.0,ios
179853,UT,0.0,android
179854,UT,0.0,ios
179892,UT,32.0,android
179893,UT,47.0,ios
179894,UT,37.0,android
179895,UT,42.0,ios
179896,UT,42.0,android
179897,UT,57.0,ios
180029,UT,16.0,android
180030,UT,22.0,ios
180031,UT,13.0,android
180032,UT,18.0,ios
180033,UT,10.0,android
180034,UT,17.0,ios
180133,UT,51.0,android
180134,UT,37.0,ios
180135,UT,61.0,android
180136,UT,50.0,ios
180137,UT,70.0,android
180138,UT,64.0,ios
180181,UT,7.0,android
180182,UT,22.0,ios
180183,UT,10.0,android
180184,UT,22.0,ios
180185,UT,18.0,android
180186,UT,19.0,ios
180297,UT,11.0,android
