,region,value,device_type
180298,UT,16.0,ios
180299,UT,7.0,android
180300,UT,19.0,ios
180301,UT,10.0,android
180302,UT,14.0,ios
180321,UT,16.0,android
180322,UT,23.0,ios
180323,UT,12.0,android
180324,UT,11.0,ios
180325,UT,15.0,android
180326,UT,12.0,ios
180445,UT,17.0,android
180446,UT,5.0,ios
180447,UT,18.0,android
180448,UT,7.0,ios
180449,UT,16.0,android
180450,UT,14.0,ios
180457,UT,24.0,android
180458,UT,29.0,ios
180459,UT,10.0,android
180460,UT,21.0,ios
180461,UT,14.0,android
180462,UT,27.0,ios
180714,UT,39.0,android
180715,UT,31.0,ios
180716,UT,27.0,android
180717,UT,38.0,ios
180718,UT,28.0,android
180719,UT,33.0,ios
180768,UT,31.0,android
180769,UT,22.0,ios
180770,UT,37.0,android
180771,UT,29.0,ios
180772,UT,39.0,android
180773,UT,50.0,ios
180897,UT,,
180913,UT,0.0,android
180914,UT,5.0,ios
180915,UT,4.0,android
180916,UT,6.0,ios
180917,UT,7.0,android
180918,UT,5.0,ios
180927,UT,26.0,android
180928,UT,25.0,ios
180929,UT,21.0,android
180930,UT,20.0,ios
180931,UT,23.0,android
180932,UT,28.0,ios
180963,UT,49.0,android
180964,UT,4.0,ios
180965,UT,51.0,android
180966,UT,19.0,ios
180967,UT,46.0,android
180968,UT,16.0,ios
181023,UT,13.0,android
181024,UT,4.0,ios
181025,UT,13.0,android
181026,UT,6.0,ios
181027,UT,10.0,android
181028,UT,9.0,ios
181137,UT,21.0,android
181138,UT,29.0,ios
181139,UT,25.0,android
181140,UT,33.0,ios
181141,UT,7.0,android
181142,UT,15.0,ios
181234,UT,0.0,android
181235,UT,0.0,ios
181236,UT,0.0,android
181237,UT,0.0,ios
181238,UT,0.0,android
181239,UT,0.0,ios
181240,UT,10.0,android
181241,UT,14.0,ios
181242,UT,14.0,android
181243,UT,13.0,ios
181244,UT,13.0,android
181245,UT,14.0,ios
181246,UT,26.0,android
181247,UT,31.0,ios
181248,UT,35.0,android
181249,UT,43.0,ios
181250,UT,34.0,android
181251,UT,35.0,ios
181258,UT,11.0,android
181259,UT,5.0,ios
181260,UT,14.0,android
181261,UT,4.0,ios
181262,UT,9.0,android
181263,UT,7.0,ios
181380,UT,26.0,android
181381,UT,37.0,ios
181382,UT,34.0,android
181383,UT,51.0,ios
181384,UT,28.0,android
181385,UT,35.0,ios
181392,UT,39.0,android
181393,UT,12.0,ios
181394,UT,54.0,android
181395,UT,21.0,ios
181396,UT,55.0,android
181397,UT,25.0,ios
181410,UT,27.0,android
181411,UT,28.0,ios
181412,UT,27.0,android
181413,UT,29.0,ios
181414,UT,29.0,android
181415,UT,30.0,ios
181498,UT,32.0,android
181499,UT,29.0,ios
181500,UT,28.0,android
181501,UT,24.0,ios
181502,UT,27.0,android
181503,UT,25.0,ios
181504,UT,13.0,android
181505,UT,26.0,ios
181506,UT,12.0,android
181507,UT,21.0,ios
181508,UT,22.0,android
181509,UT,22.0,ios
181528,UT,37.0,android
181529,UT,24.0,ios
181530,UT,30.0,android
181531,UT,19.0,ios
181532,UT,29.0,android
181533,UT,26.0,ios
181546,UT,53.0,android
181547,UT,25.0,ios
181548,UT,40.0,android
181549,UT,27.0,ios
181550,UT,45.0,android
181551,UT,18.0,ios
181564,GA,6.0,android
181565,GA,0.0,ios
181566,GA,4.0,android
181567,GA,0.0,ios
181568,GA,4.0,android
181569,GA,5.0,ios
181639,UT,46.0,android
181640,UT,20.0,ios
181641,UT,41.0,android
181642,UT,19.0,ios
181643,UT,50.0,android
181644,UT,17.0,ios
181825,UT,22.0,android
181826,UT,58.0,ios
181827,UT,21.0,android
181828,UT,61.0,ios
181829,UT,16.0,android
181830,UT,50.0,ios
181904,UT,23.0,android
181905,UT,23.0,ios
181906,UT,20.0,android
181907,UT,21.0,ios
181908,UT,8.0,android
181909,UT,6.0,ios
182224,UT,4.0,android
182225,UT,17.0,ios
182226,UT,4.0,android
182227,UT,20.0,ios
182228,UT,4.0,android
182229,UT,13.0,ios
182232,UT,14.0,android
182233,UT,4.0,ios
182234,UT,7.0,android
182235,UT,4.0,ios
182236,UT,6.0,android
182237,UT,0.0,ios
182274,UT,67.0,android
182275,UT,21.0,ios
182276,UT,94.0,android
182277,UT,59.0,ios
182278,UT,62.0,android
182279,UT,23.0,ios
182326,UT,14.0,android
182327,UT,7.0,ios
182328,UT,8.0,android
182329,UT,12.0,ios
182330,UT,6.0,android
182331,UT,10.0,ios
182359,UT,5.0,android
182360,UT,6.0,ios
182361,UT,4.0,android
182362,UT,10.0,ios
182363,UT,4.0,android
182364,UT,5.0,ios
182365,UT,17.0,android
182366,UT,17.0,ios
182367,UT,13.0,android
182368,UT,28.0,ios
182369,UT,9.0,android
182370,UT,30.0,ios
182378,UT,34.0,android
182379,UT,32.0,ios
182380,UT,28.0,android
182381,UT,36.0,ios
182382,UT,36.0,android
182383,UT,29.0,ios
182454,UT,38.0,android
182455,UT,22.0,ios
182456,UT,32.0,android
182457,UT,21.0,ios
182458,UT,32.0,android
182459,UT,25.0,ios
182563,UT,11.0,android
182564,UT,13.0,ios
182565,UT,7.0,android
182566,UT,14.0,ios
182567,UT,8.0,android
182568,UT,12.0,ios
182661,UT,16.0,android
182662,UT,16.0,ios
182663,UT,20.0,android
182664,UT,26.0,ios
182665,UT,16.0,android
182666,UT,16.0,ios
182710,UT,16.0,android
182711,UT,7.0,ios
182712,UT,8.0,android
182713,UT,4.0,ios
182714,UT,10.0,android
182715,UT,11.0,ios
182722,UT,52.0,android
182723,UT,24.0,ios
182724,UT,57.0,android
182725,UT,42.0,ios
182726,UT,58.0,android
182727,UT,44.0,ios
182823,UT,33.0,android
182824,UT,32.0,ios
182825,UT,40.0,android
182826,UT,31.0,ios
182827,UT,31.0,android
182828,UT,22.0,ios
182987,UT,,
183028,UT,36.0,android
183029,UT,12.0,ios
183030,UT,44.0,android
183031,UT,25.0,ios
183032,UT,42.0,android
183033,UT,26.0,ios
183046,UT,32.0,android
183047,UT,22.0,ios
183048,UT,22.0,android
183049,UT,22.0,ios
183050,UT,30.0,android
183051,UT,33.0,ios
183133,GA,9.0,android
183134,GA,15.0,ios
183135,GA,8.0,android
183136,GA,15.0,ios
183137,GA,7.0,android
183138,GA,10.0,ios
183151,UT,207.0,android
183152,UT,40.0,ios
183153,UT,249.0,android
183154,UT,48.0,ios
183155,UT,319.0,android
183156,UT,68.0,ios
183181,UT,12.0,android
183182,UT,4.0,ios
183183,UT,10.0,android
183184,UT,7.0,ios
183185,UT,9.0,android
183186,UT,7.0,ios
183244,UT,34.0,android
183245,UT,33.0,ios
183246,UT,34.0,android
183247,UT,42.0,ios
183248,UT,52.0,android
183249,UT,46.0,ios
183280,UT,85.0,android
183281,UT,111.0,ios
183282,UT,42.0,android
183283,UT,24.0,ios
183284,UT,32.0,android
183285,UT,16.0,ios
183332,UT,4.0,android
183333,UT,5.0,ios
183334,UT,4.0,android
183335,UT,4.0,ios
183336,UT,4.0,android
183337,UT,5.0,ios
183373,UT,41.0,android
183374,UT,30.0,ios
183375,UT,37.0,android
183376,UT,37.0,ios
183377,UT,31.0,android
183378,UT,46.0,ios
183379,UT,0.0,android
183380,UT,4.0,ios
183393,UT,34.0,android
183394,UT,14.0,ios
183395,UT,32.0,android
183396,UT,24.0,ios
183397,UT,37.0,android
183398,UT,15.0,ios
183412,GA,14.0,android
183413,GA,26.0,ios
183414,GA,14.0,android
183415,GA,20.0,ios
183416,GA,5.0,android
183417,GA,17.0,ios
183432,UT,35.0,android
183433,UT,12.0,ios
183434,UT,25.0,android
183435,UT,12.0,ios
183436,UT,17.0,android
183437,UT,13.0,ios
183457,UT,59.0,android
183458,UT,42.0,ios
183459,UT,65.0,android
183460,UT,51.0,ios
183461,UT,63.0,android
183462,UT,39.0,ios
183625,UT,49.0,android
183626,UT,36.0,ios
183627,UT,55.0,android
183628,UT,39.0,ios
183629,UT,44.0,android
183630,UT,31.0,ios
183667,UT,4.0,android
183668,UT,4.0,ios
183669,UT,9.0,android
183670,UT,8.0,ios
183671,UT,7.0,android
183672,UT,16.0,ios
183733,GA,31.0,android
183734,GA,31.0,ios
183735,GA,23.0,android
183736,GA,24.0,ios
183737,GA,38.0,android
183738,GA,44.0,ios
183753,UT,28.0,android
183754,UT,38.0,ios
183755,UT,18.0,android
183756,UT,27.0,ios
183757,UT,12.0,android
183758,UT,21.0,ios
183861,UT,45.0,android
183862,UT,12.0,ios
183863,UT,62.0,android
183864,UT,29.0,ios
183865,UT,46.0,android
183866,UT,20.0,ios
184043,GA,25.0,android
184044,GA,18.0,ios
184045,GA,25.0,android
184046,GA,20.0,ios
184047,GA,29.0,android
184048,GA,26.0,ios
184138,GA,23.0,android
184139,GA,28.0,ios
184140,GA,20.0,android
184141,GA,23.0,ios
184142,GA,15.0,android
184143,GA,23.0,ios
184177,UT,9.0,android
184178,UT,4.0,ios
184179,UT,9.0,android
184180,UT,7.0,ios
184181,UT,7.0,android
184182,UT,7.0,ios
184206,UT,4.0,android
184207,UT,0.0,ios
184208,UT,4.0,android
184209,UT,7.0,ios
184210,UT,9.0,android
184211,UT,4.0,ios
184227,UT,29.0,android
184228,UT,23.0,ios
184229,UT,26.0,android
184230,UT,27.0,ios
184231,UT,28.0,android
184232,UT,29.0,ios
184405,UT,23.0,android
184406,UT,19.0,ios
184407,UT,25.0,android
184408,UT,27.0,ios
184409,UT,30.0,android
184410,UT,29.0,ios
184411,UT,9.0,android
184412,UT,14.0,ios
184413,UT,8.0,android
184414,UT,16.0,ios
184415,UT,10.0,android
184416,UT,15.0,ios
184703,UT,35.0,android
184704,UT,52.0,ios
184705,UT,39.0,android
184706,UT,48.0,ios
184707,UT,39.0,android
184708,UT,55.0,ios
184813,UT,13.0,android
184814,UT,12.0,ios
184815,UT,20.0,android
184816,UT,20.0,ios
184817,UT,20.0,android
184818,UT,13.0,ios
184831,GA,8.0,android
184832,GA,12.0,ios
184833,GA,11.0,android
184834,GA,17.0,ios
184835,GA,11.0,android
184836,GA,12.0,ios
184889,UT,42.0,android
184890,UT,24.0,ios
184891,UT,21.0,android
184892,UT,27.0,ios
184893,UT,30.0,android
184894,UT,23.0,ios
184925,UT,64.0,android
184926,UT,35.0,ios
184927,UT,57.0,android
184928,UT,45.0,ios
184929,UT,60.0,android
184930,UT,42.0,ios
185188,UT,55.0,android
185189,UT,35.0,ios
185190,UT,74.0,android
185191,UT,44.0,ios
185192,UT,38.0,android
185193,UT,32.0,ios
185344,UT,0.0,android
185345,UT,0.0,ios
185346,UT,4.0,android
185347,UT,0.0,ios
185348,UT,0.0,android
185349,UT,0.0,ios
185386,GA,9.0,android
185387,GA,17.0,ios
185388,GA,8.0,android
185389,GA,12.0,ios
185390,GA,4.0,android
185391,GA,12.0,ios
185435,UT,,
185569,UT,19.0,android
185570,UT,18.0,ios
185571,UT,21.0,android
185572,UT,27.0,ios
185573,UT,28.0,android
185574,UT,24.0,ios
185637,UT,19.0,android
185638,UT,8.0,ios
185639,UT,38.0,android
185640,UT,20.0,ios
185641,UT,26.0,android
185642,UT,18.0,ios
185744,UT,6.0,android
185745,UT,6.0,ios
185746,UT,7.0,android
185747,UT,6.0,ios
185748,UT,15.0,android
185749,UT,13.0,ios
185799,UT,38.0,android
185800,UT,22.0,ios
185801,UT,19.0,android
185802,UT,12.0,ios
185803,UT,40.0,android
185804,UT,24.0,ios
185872,UT,,
185873,UT,36.0,android
185874,UT,8.0,ios
185875,UT,26.0,android
185876,UT,12.0,ios
185877,UT,33.0,android
185878,UT,17.0,ios
185891,UT,6.0,android
185892,UT,8.0,ios
185893,UT,4.0,android
185894,UT,4.0,ios
185895,UT,9.0,android
185896,UT,5.0,ios
185949,UT,26.0,android
185950,UT,10.0,ios
185951,UT,23.0,android
185952,UT,15.0,ios
185953,UT,27.0,android
185954,UT,22.0,ios
186073,UT,148.0,android
186074,UT,107.0,ios
186075,UT,130.0,android
186076,UT,134.0,ios
186077,UT,124.0,android
186078,UT,147.0,ios
186342,UT,20.0,android
186343,UT,21.0,ios
186344,UT,18.0,android
186345,UT,26.0,ios
186346,UT,12.0,android
186347,UT,33.0,ios
186393,UT,28.0,android
186394,UT,38.0,ios
186395,UT,22.0,android
186396,UT,35.0,ios
186397,UT,26.0,android
186398,UT,36.0,ios
186567,GA,12.0,android
186568,GA,5.0,ios
186569,GA,10.0,android
186570,GA,0.0,ios
186571,GA,12.0,android
186572,GA,4.0,ios
186857,UT,22.0,android
186858,UT,7.0,ios
186859,UT,15.0,android
186860,UT,7.0,ios
186861,UT,19.0,android
186862,UT,7.0,ios
186887,UT,31.0,android
186888,UT,5.0,ios
186889,UT,15.0,android
186890,UT,7.0,ios
186891,UT,14.0,android
186892,UT,16.0,ios
186929,GA,60.0,android
186930,GA,22.0,ios
186931,GA,61.0,android
186932,GA,16.0,ios
186933,GA,17.0,android
186934,GA,15.0,ios
187031,UT,11.0,android
187032,UT,4.0,ios
187033,UT,9.0,android
187034,UT,6.0,ios
187035,UT,8.0,android
187036,UT,0.0,ios
187147,UT,19.0,android
187148,UT,37.0,ios
187149,UT,28.0,android
187150,UT,19.0,ios
187151,UT,23.0,android
187152,UT,31.0,ios
187184,UT,19.0,android
187185,UT,21.0,ios
187186,UT,19.0,android
187187,UT,15.0,ios
187188,UT,20.0,android
187189,UT,23.0,ios
187254,UT,17.0,android
187255,UT,27.0,ios
187256,UT,36.0,android
187257,UT,50.0,ios
187258,UT,13.0,android
187259,UT,25.0,ios
187314,UT,23.0,android
187315,UT,47.0,ios
187316,UT,27.0,android
187317,UT,31.0,ios
187318,UT,14.0,android
187319,UT,24.0,ios
187378,GA,4.0,android
187379,GA,8.0,ios
187380,GA,0.0,android
187381,GA,4.0,ios
187382,GA,4.0,android
187383,GA,4.0,ios
187384,UT,24.0,android
187385,UT,19.0,ios
187386,UT,21.0,android
187387,UT,12.0,ios
187388,UT,11.0,android
187389,UT,16.0,ios
187426,UT,4.0,android
187427,UT,4.0,ios
187428,UT,9.0,android
187429,UT,0.0,ios
187430,UT,4.0,android
187431,UT,0.0,ios
187530,UT,78.0,android
187531,UT,48.0,ios
187532,UT,88.0,android
187533,UT,53.0,ios
187534,UT,77.0,android
187535,UT,42.0,ios
187581,UT,15.0,android
187582,UT,4.0,ios
187583,UT,23.0,android
187584,UT,9.0,ios
187585,UT,19.0,android
187586,UT,8.0,ios
187640,UT,26.0,android
187641,UT,11.0,ios
187642,UT,16.0,android
187643,UT,13.0,ios
187644,UT,10.0,android
187645,UT,15.0,ios
187652,UT,41.0,android
187653,UT,33.0,ios
187654,UT,41.0,android
187655,UT,25.0,ios
187656,UT,44.0,android
187657,UT,23.0,ios
187905,UT,15.0,android
187906,UT,13.0,ios
187907,UT,31.0,android
187908,UT,19.0,ios
187909,UT,29.0,android
187910,UT,12.0,ios
187923,UT,24.0,android
187924,UT,21.0,ios
187925,UT,25.0,android
187926,UT,28.0,ios
187927,UT,29.0,android
187928,UT,16.0,ios
188023,UT,53.0,android
188024,UT,22.0,ios
188025,UT,38.0,android
188026,UT,31.0,ios
188027,UT,59.0,android
188028,UT,31.0,ios
188171,UT,7.0,android
188172,UT,15.0,ios
188173,UT,9.0,android
188174,UT,9.0,ios
188175,UT,26.0,android
188176,UT,27.0,ios
188233,UT,11.0,android
188234,UT,14.0,ios
188235,UT,15.0,android
188236,UT,8.0,ios
188237,UT,12.0,android
188238,UT,6.0,ios
188251,UT,4.0,android
188252,UT,0.0,ios
188253,UT,0.0,android
188254,UT,4.0,ios
188255,UT,0.0,android
188256,UT,11.0,ios
188269,UT,18.0,android
188270,UT,35.0,ios
188271,UT,34.0,android
188272,UT,23.0,ios
188273,UT,29.0,android
188274,UT,31.0,ios
188288,UT,27.0,android
188289,UT,16.0,ios
188290,UT,30.0,android
188291,UT,19.0,ios
188292,UT,28.0,android
188293,UT,23.0,ios
188339,UT,18.0,android
188340,UT,22.0,ios
188341,UT,17.0,android
188342,UT,11.0,ios
188343,UT,33.0,android
188344,UT,23.0,ios
188418,UT,40.0,android
188419,UT,28.0,ios
188420,UT,39.0,android
188421,UT,29.0,ios
188422,UT,37.0,android
188423,UT,32.0,ios
188436,UT,92.0,android
188437,UT,31.0,ios
188438,UT,99.0,android
188439,UT,43.0,ios
188440,UT,88.0,android
188441,UT,21.0,ios
188472,UT,26.0,android
188473,UT,34.0,ios
188474,UT,29.0,android
188475,UT,41.0,ios
188476,UT,27.0,android
188477,UT,38.0,ios
188653,UT,6.0,android
188654,UT,0.0,ios
188655,UT,6.0,android
188656,UT,0.0,ios
188657,UT,6.0,android
188658,UT,4.0,ios
188815,UT,9.0,android
188816,UT,16.0,ios
188817,UT,11.0,android
188818,UT,11.0,ios
188819,UT,8.0,android
188820,UT,17.0,ios
188944,UT,14.0,android
188945,UT,12.0,ios
188946,UT,11.0,android
188947,UT,7.0,ios
188948,UT,9.0,android
188949,UT,8.0,ios
188950,GA,0.0,android
188951,GA,4.0,ios
188952,GA,5.0,android
188953,GA,0.0,ios
188954,GA,4.0,android
188955,GA,4.0,ios
189051,UT,13.0,android
189052,UT,4.0,ios
189053,UT,18.0,android
189054,UT,14.0,ios
189055,UT,16.0,android
189056,UT,10.0,ios
189175,UT,,
189259,UT,7.0,android
189260,UT,35.0,ios
189261,UT,32.0,android
189262,UT,31.0,ios
189263,UT,44.0,android
189264,UT,43.0,ios
189374,UT,4.0,android
189375,UT,0.0,ios
189376,UT,7.0,android
189377,UT,4.0,ios
189378,UT,0.0,android
189379,UT,4.0,ios
189529,UT,6.0,android
189530,UT,5.0,ios
189531,UT,4.0,android
189532,UT,5.0,ios
189533,UT,5.0,android
189534,UT,4.0,ios
189582,UT,41.0,android
189583,UT,34.0,ios
189584,UT,25.0,android
189585,UT,25.0,ios
189586,UT,34.0,android
189587,UT,26.0,ios
189662,UT,38.0,android
189663,UT,29.0,ios
189664,UT,31.0,android
189665,UT,23.0,ios
189666,UT,25.0,android
189667,UT,33.0,ios
189696,UT,45.0,android
189697,UT,28.0,ios
189698,UT,33.0,android
189699,UT,34.0,ios
189700,UT,50.0,android
189701,UT,31.0,ios
189752,UT,44.0,android
189753,UT,18.0,ios
189754,UT,36.0,android
189755,UT,29.0,ios
189756,UT,46.0,android
189757,UT,28.0,ios
189882,UT,59.0,android
189883,UT,33.0,ios
189884,UT,77.0,android
189885,UT,44.0,ios
189886,UT,77.0,android
189887,UT,50.0,ios
189918,UT,31.0,android
189919,UT,27.0,ios
189920,UT,21.0,android
189921,UT,12.0,ios
189922,UT,17.0,android
189923,UT,21.0,ios
189965,UT,6.0,android
189966,UT,0.0,ios
189967,UT,9.0,android
189968,UT,4.0,ios
189969,UT,9.0,android
189970,UT,4.0,ios
189971,UT,21.0,android
189972,UT,27.0,ios
189973,UT,20.0,android
189974,UT,24.0,ios
189975,UT,25.0,android
189976,UT,26.0,ios
190134,UT,19.0,android
190135,UT,17.0,ios
190136,UT,25.0,android
190137,UT,21.0,ios
190138,UT,21.0,android
190139,UT,24.0,ios
190157,UT,4.0,android
190158,UT,0.0,ios
190159,UT,4.0,android
190160,UT,0.0,ios
190161,UT,5.0,android
190162,UT,0.0,ios
190212,UT,30.0,android
190213,UT,30.0,ios
190214,UT,24.0,android
190215,UT,26.0,ios
190216,UT,26.0,android
190217,UT,31.0,ios
190218,UT,78.0,android
190219,UT,44.0,ios
190220,UT,84.0,android
190221,UT,42.0,ios
190222,UT,100.0,android
190223,UT,56.0,ios
190224,UT,55.0,android
190225,UT,23.0,ios
190226,UT,56.0,android
190227,UT,32.0,ios
190228,UT,45.0,android
190229,UT,35.0,ios
190335,GA,32.0,android
190336,GA,53.0,ios
190337,GA,33.0,android
190338,GA,50.0,ios
190339,GA,24.0,android
190340,GA,45.0,ios
190371,UT,124.0,android
190372,UT,91.0,ios
190373,UT,84.0,android
190374,UT,73.0,ios
190375,UT,88.0,android
190376,UT,69.0,ios
190377,UT,22.0,android
190378,UT,18.0,ios
190379,UT,17.0,android
190380,UT,15.0,ios
190381,UT,20.0,android
190382,UT,14.0,ios
190390,UT,33.0,android
190391,UT,18.0,ios
190392,UT,38.0,android
190393,UT,33.0,ios
190394,UT,39.0,android
190395,UT,24.0,ios
190396,UT,18.0,android
190397,UT,28.0,ios
190398,UT,14.0,android
190399,UT,34.0,ios
190400,UT,13.0,android
190401,UT,28.0,ios
190481,UT,28.0,android
190482,UT,14.0,ios
190483,UT,23.0,android
190484,UT,26.0,ios
190485,UT,19.0,android
190486,UT,34.0,ios
190487,UT,0.0,android
190488,UT,0.0,ios
190489,UT,4.0,android
190490,UT,4.0,ios
190491,UT,4.0,android
190492,UT,4.0,ios
190633,UT,4.0,android
190634,UT,4.0,ios
190635,UT,0.0,android
190636,UT,0.0,ios
190637,UT,4.0,android
190638,UT,0.0,ios
190639,UT,4.0,android
190640,UT,5.0,ios
190641,UT,7.0,android
190642,UT,7.0,ios
190643,UT,10.0,android
190644,UT,10.0,ios
190697,UT,0.0,android
190698,UT,6.0,ios
190699,UT,7.0,android
190700,UT,4.0,ios
190701,UT,7.0,android
190702,UT,17.0,ios
190709,GA,8.0,android
190710,GA,4.0,ios
190711,GA,5.0,android
190712,GA,4.0,ios
190713,GA,4.0,android
190714,GA,4.0,ios
190773,UT,47.0,android
190774,UT,36.0,ios
190775,UT,49.0,android
190776,UT,38.0,ios
190777,UT,54.0,android
190778,UT,34.0,ios
190791,UT,61.0,android
190792,UT,34.0,ios
190793,UT,66.0,android
190794,UT,36.0,ios
190795,UT,65.0,android
190796,UT,25.0,ios
190821,GA,11.0,android
190822,GA,23.0,ios
190823,GA,16.0,android
190824,GA,19.0,ios
190825,GA,12.0,android
190826,GA,11.0,ios
190827,UT,4.0,android
190828,UT,13.0,ios
190829,UT,6.0,android
190830,UT,8.0,ios
190831,UT,4.0,android
190832,UT,8.0,ios
190833,GA,7.0,android
190834,GA,4.0,ios
190835,GA,9.0,android
190836,GA,10.0,ios
190837,GA,4.0,android
190838,GA,7.0,ios
190917,UT,24.0,android
190918,UT,20.0,ios
190919,UT,22.0,android
190920,UT,22.0,ios
190921,UT,24.0,android
190922,UT,15.0,ios
190966,UT,0.0,android
190967,UT,0.0,ios
190968,UT,0.0,android
190969,UT,0.0,ios
191086,UT,46.0,android
191087,UT,58.0,ios
191088,UT,29.0,android
191089,UT,41.0,ios
191090,UT,48.0,android
191091,UT,43.0,ios
191452,UT,58.0,android
191453,UT,27.0,ios
191454,UT,36.0,android
191455,UT,21.0,ios
191456,UT,51.0,android
191457,UT,30.0,ios
191476,UT,40.0,android
191477,UT,50.0,ios
191478,UT,32.0,android
191479,UT,39.0,ios
191480,UT,27.0,android
191481,UT,28.0,ios
191549,UT,53.0,android
191550,UT,58.0,ios
191551,UT,53.0,android
191552,UT,55.0,ios
191553,UT,43.0,android
191554,UT,48.0,ios
191589,UT,12.0,android
191590,UT,8.0,ios
191591,UT,11.0,android
191592,UT,4.0,ios
191593,UT,6.0,android
191594,UT,4.0,ios
191613,UT,32.0,android
191614,UT,32.0,ios
191615,UT,37.0,android
191616,UT,18.0,ios
191617,UT,31.0,android
191618,UT,15.0,ios
191893,UT,41.0,android
191894,UT,18.0,ios
191895,UT,32.0,android
191896,UT,10.0,ios
191897,UT,28.0,android
191898,UT,17.0,ios
191915,UT,46.0,android
191916,UT,16.0,ios
191917,UT,43.0,android
191918,UT,27.0,ios
191919,UT,36.0,android
191920,UT,26.0,ios
192078,GA,6.0,android
192079,GA,4.0,ios
192080,GA,8.0,android
192081,GA,12.0,ios
192082,GA,9.0,android
192083,GA,7.0,ios
192090,UT,30.0,android
192091,UT,12.0,ios
192092,UT,33.0,android
192093,UT,23.0,ios
192094,UT,13.0,android
192095,UT,17.0,ios
192145,UT,42.0,android
192146,UT,28.0,ios
192147,UT,30.0,android
192148,UT,18.0,ios
192149,UT,28.0,android
192150,UT,28.0,ios
192193,GA,0.0,android
192194,GA,0.0,ios
192213,UT,18.0,android
192214,UT,4.0,ios
192215,UT,13.0,android
192216,UT,6.0,ios
192217,UT,14.0,android
192218,UT,6.0,ios
192231,UT,55.0,android
192232,UT,60.0,ios
192233,UT,50.0,android
192234,UT,64.0,ios
192235,UT,54.0,android
192236,UT,58.0,ios
192259,UT,26.0,android
192260,UT,26.0,ios
192261,UT,22.0,android
192262,UT,19.0,ios
192263,UT,46.0,android
192264,UT,33.0,ios
192325,UT,31.0,android
192326,UT,23.0,ios
192327,UT,20.0,android
192328,UT,21.0,ios
192329,UT,20.0,android
192330,UT,23.0,ios
192453,UT,12.0,android
192454,UT,11.0,ios
192455,UT,17.0,android
192456,UT,14.0,ios
192457,UT,16.0,android
192458,UT,16.0,ios
192512,GA,11.0,android
192513,GA,13.0,ios
192514,GA,9.0,android
192515,GA,12.0,ios
192516,GA,12.0,android
192517,GA,20.0,ios
192546,UT,17.0,android
192547,UT,12.0,ios
192548,UT,10.0,android
192549,UT,15.0,ios
192550,UT,9.0,android
192551,UT,4.0,ios
192702,UT,48.0,android
192703,UT,71.0,ios
192704,UT,58.0,android
192705,UT,97.0,ios
192706,UT,40.0,android
192707,UT,76.0,ios
192726,UT,42.0,android
192727,UT,20.0,ios
192728,UT,39.0,android
192729,UT,18.0,ios
192730,UT,46.0,android
192731,UT,19.0,ios
192851,GA,24.0,android
192852,GA,36.0,ios
192853,GA,19.0,android
192854,GA,30.0,ios
192855,GA,12.0,android
192856,GA,32.0,ios
192909,UT,0.0,android
192910,UT,4.0,ios
192911,UT,4.0,android
192912,UT,4.0,ios
192913,UT,4.0,android
192914,UT,4.0,ios
192976,UT,11.0,android
192977,UT,8.0,ios
192978,UT,11.0,android
192979,UT,4.0,ios
192980,UT,13.0,android
192981,UT,0.0,ios
193012,GA,6.0,android
193013,GA,5.0,ios
193014,GA,7.0,android
193015,GA,5.0,ios
193016,GA,6.0,android
193017,GA,5.0,ios
193174,UT,46.0,android
193175,UT,108.0,ios
193176,UT,4.0,android
193177,UT,8.0,ios
193178,UT,4.0,android
193179,UT,0.0,ios
